scenario_id,condition,bond_type,confidence,reasoning,model,prompt_tokens,completion_tokens
10u8muo,strong,L,0.8,"Given that the conflict has been resolved with both parties apologizing, communicating effectively, and moving forward together, the poster now has liberty to proceed with their wedding plans as agree",claude-sonnet-4-20250514,1356,124
10uj07i,control,L,0.7,"The poster had a liberty/permission to politely enforce clearly posted rules that protected animal welfare, especially after the family ignored multiple signs and allowed their crying baby to disturb ",claude-sonnet-4-20250514,997,132
10uj07i,weak,L,0.7,"The poster had a liberty/permission to request compliance with the clearly posted zoo rules requiring silence for the koalas' welfare, especially given the repeated signage and the observable negative",claude-sonnet-4-20250514,1044,134
10uj07i,strong,O,0.8,"Given the new information about the family emergency and the other party's subsequent apology, the poster has a moral obligation to show understanding and compassion toward the family who was acting u",claude-sonnet-4-20250514,1072,128
10uugdm,control,L,0.8,"The poster has a liberty/permission to pursue her recreational activities with friends, as she has no moral duty to abstain from rock climbing simply because her husband chooses not to participate. Wh",claude-sonnet-4-20250514,676,130
10uugdm,weak,L,0.8,"The poster has a liberty/permission to pursue her recreational activities with colleagues, as her husband has explicitly declined to participate and she cannot be obligated to cease activities that ar",claude-sonnet-4-20250514,723,136
10uugdm,strong,L,0.8,"The poster has the liberty/permission to pursue her recreational activities with friends, as her husband explicitly declined to participate and she cannot be obligated to cease her hobbies due to his ",claude-sonnet-4-20250514,751,132
10uj3o1,control,L,0.9,"The poster has the liberty/permission to set reasonable conditions for use of their property, including requiring insurance coverage and supervision of minors, and to terminate the arrangement when th",claude-sonnet-4-20250514,729,134
10uj3o1,weak,L,0.85,"The poster has legitimate liberty/permission to set and enforce safety requirements on their own property, especially regarding insurance coverage for commercial activities that could expose them to l",claude-sonnet-4-20250514,776,149
10uj3o1,strong,L,0.8,"The poster has legitimate liberty/permission to protect their property and legal interests by requiring insurance coverage and proper supervision, especially given the boarding arrangement was volunta",claude-sonnet-4-20250514,804,108
10ujnk8,control,L,0.8,The poster has a liberty/permission to take their own furniture because the roommate failed to fulfill his financial obligations despite multiple requests and warnings. The roommate owed money for bil,claude-sonnet-4-20250514,614,113
10ujnk8,weak,L,0.8,"The poster has a liberty/permission to remove their own furniture and belongings, especially after giving fair warning and the other party failing to pay agreed-upon amounts despite repeated requests.",claude-sonnet-4-20250514,661,131
10ujnk8,strong,L,0.8,"Given that the other party was acting under significant personal distress from a family emergency that the poster was unaware of, and has since apologized and explained the circumstances with the conf",claude-sonnet-4-20250514,689,118
10uolan,control,O,0.8,"The fiancé has a moral duty to respect the poster's reasonable parenting decisions regarding what her 10-year-old daughter is exposed to in their shared living space. After the poster made a clear, re",claude-sonnet-4-20250514,693,138
10uolan,weak,L,0.8,The poster (mother) had legitimate parental authority to make decisions about what displays are appropriate in shared living spaces when considering her child's wellbeing and the social context of gra,claude-sonnet-4-20250514,740,149
10uolan,strong,L,0.8,"Given that the fiancé has apologized and acknowledged he was acting under distress from a family emergency, this transforms the moral relationship. The poster's original action of moving the posters t",claude-sonnet-4-20250514,768,133
10v0goc,control,O,0.8,"The poster has a duty to be sensitive to his wife's feelings and not dismiss her legitimate concerns about appropriate workplace boundaries, especially when she explicitly expressed discomfort with hi",claude-sonnet-4-20250514,464,141
10v0goc,weak,O,0.8,The poster has a duty to his wife to be sensitive to her concerns about workplace relationships and to acknowledge her feelings rather than dismissing them. When his wife expressed discomfort about th,claude-sonnet-4-20250514,511,121
10v0goc,strong,L,0.8,"Given that the wife was acting under significant personal distress from a family emergency (which the poster was unaware of), has since apologized, and both parties have moved on with the conflict res",claude-sonnet-4-20250514,539,106
10uj4d9,control,L,0.8,The poster has a liberty/permission to remove her husband from their shared home given his pattern of disregarding her reasonable requests and his particularly harmful behavior during her migraine epi,claude-sonnet-4-20250514,657,146
10uj4d9,weak,L,0.8,The poster has legitimate grievances about her husband's repeated failure to perform basic household tasks and his dismissive response to her medical needs during pregnancy and migraine episodes. Whil,claude-sonnet-4-20250514,704,140
10uj4d9,strong,O,0.8,"Given that the other party was acting under significant personal distress from a family emergency that the poster was unaware of, and has since apologized and explained the circumstances, the poster n",claude-sonnet-4-20250514,732,142
10uhg3s,control,L,0.8,The poster made a reasonable good-faith effort to comply with the dress code by wearing a garment that appeared to be a dress and served the same functional purpose at a formal event. While the bride ,claude-sonnet-4-20250514,942,124
10uhg3s,weak,L,0.8,The poster made a reasonable good-faith effort to comply with the dress code by wearing an outfit that appeared to meet the requirements and was functionally equivalent to a dress. Given their gender ,claude-sonnet-4-20250514,989,138
10uhg3s,strong,L,0.8,The poster had a liberty/permission to wear the romper that reasonably complied with the dress code while accommodating their gender identity and comfort needs as a minor. While hosts can set dress co,claude-sonnet-4-20250514,1017,135
10u91vb,control,L,0.8,"The poster has a liberty/permission to exercise in the public park using equipment designed for that purpose, as they are not violating any legitimate rules or causing intentional harm. While the dog ",claude-sonnet-4-20250514,744,121
10u91vb,weak,L,0.8,"The poster has a legitimate liberty/permission to use the public exercise equipment for its intended purpose during normal hours, and there is no general duty to avoid activities that might incidental",claude-sonnet-4-20250514,791,137
10u91vb,strong,L,0.8,"The poster has a liberty/permission to use the public exercise equipment as intended, and this liberty persists even after learning about the other party's personal distress that explained their behav",claude-sonnet-4-20250514,819,134
10ukzpr,control,C,0.9,"The friends violated fundamental duties of respect, loyalty, and honesty that are inherent in friendship relationships by orchestrating an elaborate deception, publicly humiliating the poster, and moc",claude-sonnet-4-20250514,748,133
10ukzpr,weak,L,0.8,"The poster's friends engaged in deliberate deception and public humiliation by creating an elaborate catfishing scheme and mocking the poster behind their back, which constitutes a serious breach of f",claude-sonnet-4-20250514,795,139
10ukzpr,strong,L,0.8,"Given that the friends have apologized and explained they were acting under significant personal distress during a family emergency, and both parties have resolved the conflict and moved on, the poste",claude-sonnet-4-20250514,823,120
10ukdih,control,L,0.9,The poster has no moral duty to continue investing in a friendship where they have consistently provided support during crisis (offering to pay for travel during medical emergency) but received critic,claude-sonnet-4-20250514,755,138
10ukdih,weak,L,0.85,"The poster has no moral duty to continue a friendship that has become one-sided and emotionally harmful, despite the friend's willingness to discuss misunderstandings. While friendships involve some m",claude-sonnet-4-20250514,802,135
10ukdih,strong,L,0.8,"Given that the friend has apologized and explained she was acting under significant personal distress during a family emergency, the poster now has liberty to choose how to respond - whether to mainta",claude-sonnet-4-20250514,830,124
10ur722,control,L,0.8,"The poster has no moral duty to accommodate Ms. N's request to reverse her decision and participate in the school trip, especially given Ms. N's pattern of inappropriate behavior and the fact that thi",claude-sonnet-4-20250514,1028,131
10ur722,weak,L,0.8,"The poster has liberty/permission to maintain their decision not to send their daughter on the school trip, as parents have fundamental rights to make decisions about their children's participation in",claude-sonnet-4-20250514,1075,173
10ur722,strong,L,0.8,"The poster has liberty/permission to maintain their position regarding the trip arrangements, as they are acting within their parental rights to protect their child from what they reasonably perceived",claude-sonnet-4-20250514,1103,144
10uqfvz,control,L,0.8,"The poster has a liberty/permission to exclude his wife from using his personal bathroom, especially after repeatedly communicating the problem and attempting reasonable solutions. While the wife's be",claude-sonnet-4-20250514,798,115
10uqfvz,weak,L,0.8,"The poster has a legitimate liberty/permission to exclude his wife from his personal bathroom when her use consistently creates safety hazards and property damage, despite her lack of intent. While th",claude-sonnet-4-20250514,845,128
10uqfvz,strong,L,0.8,"The poster has a legitimate liberty/permission to set reasonable boundaries about their personal bathroom space, especially given the safety hazard created by water puddles and the wife's acknowledged",claude-sonnet-4-20250514,873,131
10uugoi,control,L,0.8,"The grandfather's conditional gift arrangement (""if your scratcher wins, I want half"") created an expectation but not a binding moral obligation, especially given his pattern of bad faith gift-giving ",claude-sonnet-4-20250514,618,152
10uugoi,weak,L,0.8,"The grandfather's conditional gift structure (""if you win, give me half"") constituted an attempt to retain partial ownership over what was ostensibly presented as a gift, which undermines the fundamen",claude-sonnet-4-20250514,665,127
10uugoi,strong,L,0.8,"The grandfather's ""gift"" with the condition of claiming half the winnings constitutes bad faith giving - essentially making the recipient pay for their own gift rather than receiving a genuine gift. T",claude-sonnet-4-20250514,693,131
10uczru,control,L,0.8,"The poster has the liberty to decline participation in the family vacation, especially when the parents changed the established rules in a way that appears inconsistent. While the family may prefer th",claude-sonnet-4-20250514,632,113
10uczru,weak,L,0.8,"The poster has no moral obligation to participate in the family vacation, especially when the parents have created what appears to be an inconsistent rule structure that treats family members differen",claude-sonnet-4-20250514,679,129
10uczru,strong,L,0.8,"The poster has liberty/permission to decline participation in the family vacation, as they are not morally obligated to attend a trip where they perceive unfair treatment regarding the ""family-only"" r",claude-sonnet-4-20250514,707,122
10ubvgp,control,L,0.8,"The poster has no established moral duty to spend his money on his girlfriend's daughter, particularly given that this is a relatively new blended family arrangement and there appears to be no recipro",claude-sonnet-4-20250514,611,122
10ubvgp,weak,L,0.8,"The poster has no established duty to spend money on his girlfriend's daughter, especially given the lack of reciprocal spending and the daughter's apparent dislike of him. While living together as a ",claude-sonnet-4-20250514,658,122
10ubvgp,strong,L,0.8,"The poster had no moral duty to spend equal amounts on both children, especially given the asymmetrical family dynamics where his girlfriend's daughter doesn't like him and his girlfriend doesn't reci",claude-sonnet-4-20250514,686,137
10v15sq,control,L,0.8,The poster has liberty/permission to withdraw from the trip because they have no binding moral duty to participate in a vacation that has fundamentally changed from what was originally discussed and p,claude-sonnet-4-20250514,830,132
10v15sq,weak,L,0.8,The poster has no moral duty to continue with a trip arrangement that has fundamentally changed from what was originally agreed upon and would cause them significant distress and financial burden. Whi,claude-sonnet-4-20250514,877,128
10v15sq,strong,L,0.8,"The poster has the liberty to withdraw from a trip that has evolved beyond their original vision and comfort level, especially since they are the only one who has made concrete commitments (booking fl",claude-sonnet-4-20250514,905,139
10usgbf,control,L,0.8,"The poster has a liberty/permission to respond honestly to questions, even when those honest answers cause distress to his wife. While spouses may have general duties of care and consideration toward ",claude-sonnet-4-20250514,483,103
10usgbf,weak,L,0.8,"The poster has no moral duty to provide false reassurances or guarantee outcomes beyond human knowledge, even to comfort his wife's anxiety. While spouses owe each other general support and kindness, ",claude-sonnet-4-20250514,530,124
10usgbf,strong,L,0.8,"Given that the wife was acting under significant personal distress from a family emergency (which the poster was unaware of) and has since apologized, the poster had liberty to respond honestly to wha",claude-sonnet-4-20250514,558,132
10v3w62,control,L,0.8,The poster has a liberty/permission to express concern about their wife's fraudulent competition entry and to discuss responsible behavior with her. While spouses generally owe each other respect and ,claude-sonnet-4-20250514,526,103
10v3w62,weak,L,0.8,"The poster has legitimate concerns about their wife's fraudulent competition entry and the potential legal/social consequences, giving them the liberty to express these concerns and discuss responsibl",claude-sonnet-4-20250514,573,115
10v3w62,strong,L,0.8,"Given that the wife was acting under significant personal distress during a family emergency, has since apologized, and both parties have moved on, the poster had the liberty to express concern about ",claude-sonnet-4-20250514,601,119
10v2vra,control,L,0.8,"The poster has liberty/permission to enforce household rules and parenting decisions when her husband fails to do so, especially when the children's wellbeing and education are at stake. While she has",claude-sonnet-4-20250514,928,130
10v2vra,weak,L,0.8,"The poster has a liberty/permission to maintain household rules and parenting decisions, especially when her husband failed to enforce agreed-upon boundaries after being given the opportunity to do so",claude-sonnet-4-20250514,975,132
10v2vra,strong,L,0.8,"Given that the husband's parents were acting under significant personal distress from a family emergency that the poster was unaware of, and that they have since apologized and resolved the conflict, ",claude-sonnet-4-20250514,1003,144
10v3fh8,control,L,0.8,"The poster had legitimate competing obligations to protect multiple vulnerable parties (Jake, a traumatized child being introduced to the family, and Mia, who chose solidarity with Jake) and made a re",claude-sonnet-4-20250514,560,132
10v3fh8,weak,L,0.8,The poster exercised reasonable judgment in prioritizing the vulnerable child (Jake) who was a guest in their home and managing a complex family situation during the holiday gathering. While Henry fel,claude-sonnet-4-20250514,607,115
10v3fh8,strong,L,0.8,"Given that Henry was acting under significant personal distress from a family emergency that the poster was unaware of, and that Henry has since apologized and both parties have moved on, the poster h",claude-sonnet-4-20250514,635,139
10v41jx,control,L,0.9,"The poster has a liberty/permission to refuse these demands because the boss is requesting activities far beyond the scope of legitimate employment duties, including potentially illegal work outside v",claude-sonnet-4-20250514,553,121
10v41jx,weak,L,0.9,The poster has no moral duty to comply with demands that are both outside her contracted job role and potentially illegal under her visa terms. Even considering the boss's claimed misunderstanding and,claude-sonnet-4-20250514,600,116
10v41jx,strong,L,0.9,"The poster has liberty/permission to refuse the boss's inappropriate demands, as these requests (household management, pole dancing videos) fall far outside legitimate employment duties and likely vio",claude-sonnet-4-20250514,628,120
10un335,control,O,0.8,"The father has a moral duty to communicate clearly with his 16-year-old daughter about her preferences regarding how she's addressed, especially given her changing developmental needs and the confusio",claude-sonnet-4-20250514,864,119
10un335,weak,O,0.8,"The father has a moral duty to communicate clearly with his daughter about her preferences regarding how she wishes to be addressed, especially given her changing developmental needs as a 16-year-old ",claude-sonnet-4-20250514,911,138
10un335,strong,L,0.8,"Given that the family emergency has been resolved and both parties have moved on with mutual understanding, the poster no longer has any outstanding moral duty regarding the original naming conflict. ",claude-sonnet-4-20250514,939,108
10uiqc7,control,L,0.8,The poster had the liberty/permission to ask her husband to leave during an uncomfortable situation where his presence was clearly distressing the stepsister who was providing a service. While the hus,claude-sonnet-4-20250514,543,123
10uiqc7,weak,L,0.8,The poster had the moral liberty/permission to ask her husband to leave when his behavior was making the stepsister visibly uncomfortable during a vulnerable situation (taking measurements). While the,claude-sonnet-4-20250514,590,124
10uiqc7,strong,L,0.8,"Given that the husband was acting under significant personal distress during a family emergency (which the poster was unaware of at the time), and that he has since apologized and both parties have mo",claude-sonnet-4-20250514,618,121
10ung90,control,O,0.8,"The poster, as a parent, has a fundamental duty to prioritize her daughter's wellbeing and use appropriate parenting methods, which includes not calling her child a ""selfish insecure little brat"" and ",claude-sonnet-4-20250514,1037,124
10ung90,weak,O,0.8,"The poster, as a parent, has a fundamental duty to prioritize her daughter's wellbeing and provide appropriate guidance rather than resorting to name-calling and emotional manipulation through threats",claude-sonnet-4-20250514,1084,120
10ung90,strong,O,0.8,"The poster, as a parent, has an ongoing duty to respond appropriately to their child's distress and provide proper parental guidance, even when the child's behavior is challenging. The update reveals ",claude-sonnet-4-20250514,1112,128
10uwunk,control,L,0.8,"The poster has legitimate concerns about her child's safety and wellbeing given the father's complete abandonment during pregnancy/early infancy and lack of established caregiving experience, making h",claude-sonnet-4-20250514,971,155
10uwunk,weak,L,0.8,"The poster has legitimate concerns about child safety and wellbeing that justify her refusal to allow an overnight stay - the father has never cared for the child alone, she knows nothing about his ho",claude-sonnet-4-20250514,1018,146
10uwunk,strong,L,0.8,"The poster has liberty/permission to set reasonable boundaries regarding overnight visits, especially given the father's prolonged absence, lack of solo caregiving experience, and the child's young ag",claude-sonnet-4-20250514,1046,130
10ubcp5,control,L,0.9,"The poster has no moral duty to reconcile with or maintain a relationship with Dan, who stole a significant amount of money from her and never apologized or made restitution. While family relationship",claude-sonnet-4-20250514,895,106
10ubcp5,weak,L,0.8,"The poster has no moral obligation to reconcile with or forgive Dan, who stole a significant amount of money from her (£2K representing a year of savings) without consent or subsequent repayment. Whil",claude-sonnet-4-20250514,942,141
10ubcp5,strong,L,0.8,"Despite the update indicating Dan was acting under personal distress and has since apologized, the poster retains the liberty to choose whether to reconcile or maintain distance from someone who betra",claude-sonnet-4-20250514,970,125
10ura66,control,O,0.8,"The poster has competing but legitimate obligations - duties to his existing children under custody agreements and duties to support his wife who just gave birth. However, given that his wife knew abo",claude-sonnet-4-20250514,706,124
10ura66,weak,O,0.7,"The poster has competing obligations - a legal and moral duty to his children per custody agreements, and a moral duty to support his wife who just gave birth. However, given that the wife has express",claude-sonnet-4-20250514,753,146
10ura66,strong,L,0.8,The poster had legitimate competing obligations - legal custody agreements that cannot be unilaterally altered and parental duties to all his children. While his wife was under significant personal di,claude-sonnet-4-20250514,781,108
10up25i,control,L,0.8,"The poster has liberty/permission to choose whom to invite to their own engagement announcement, as this is a personal celebration over which they have discretionary control. While the execution may h",claude-sonnet-4-20250514,728,118
10up25i,weak,O,0.7,"Despite the stepmother's exclusionary behavior toward the fiancée, the poster has a duty to handle family conflicts in ways that don't cause additional harm to his fiancée's relationship with her fath",claude-sonnet-4-20250514,775,138
10up25i,strong,L,0.8,"The poster had the liberty to decide whom to invite to their own engagement announcement, especially given the stepmother's pattern of excluding his fiancée from important family moments. While the ex",claude-sonnet-4-20250514,803,121
10ufsch,control,L,0.9,"The poster has no moral duty to pay for Polly's flight ticket since Polly booked it against explicit advice not to do so, making it entirely Polly's responsibility and financial burden. The poster eve",claude-sonnet-4-20250514,959,135
10ufsch,weak,L,0.9,"The poster has no moral duty to pay for Polly's flight since they explicitly told her not to book it before she made the purchase, making this Polly's unilateral decision and financial responsibility.",claude-sonnet-4-20250514,1006,136
10ufsch,strong,L,0.8,The poster has liberty/permission to refuse payment for the flight that Polly booked against explicit instructions not to do so. Even with the new information about Polly's family emergency explaining,claude-sonnet-4-20250514,1034,125
10un17c,control,L,0.8,"The poster has liberty/permission to set reasonable boundaries in his own home after Georgia engaged in a sustained pattern of deliberately destructive behavior aimed at sabotaging his relationship, i",claude-sonnet-4-20250514,976,117
10un17c,weak,L,0.8,"The poster has liberty/permission to set boundaries in his own home after Georgia engaged in a sustained pattern of manipulative and destructive behavior, including fabricating messages to break up hi",claude-sonnet-4-20250514,1023,119
10un17c,strong,L,0.8,"Given that Georgia was acting under significant personal distress from a family emergency (which the poster was unaware of) and has since apologized, the poster's protective response to what appeared ",claude-sonnet-4-20250514,1051,136
10unudp,control,L,0.8,"The poster has no moral obligation to return the dress money or change her wedding dress choice, as Kim's initial gift was given with specific terms that were fulfilled (buying a wedding dress), and K",claude-sonnet-4-20250514,988,148
10unudp,weak,L,0.8,"The poster has liberty/permission to keep the dress and money because Kim made an unconditional gift specifically for a wedding dress, which created no ongoing obligation to change that choice later. ",claude-sonnet-4-20250514,1035,127
10unudp,strong,L,0.8,"The poster has liberty/permission to keep the money and wear her chosen dress because Kim's initial gift created a completed transaction with specified terms (money for a dress), and the poster fulfil",claude-sonnet-4-20250514,1063,150
10ulsrp,control,L,0.8,"The poster was free to accept or reject Carl's apology and reconciliation efforts, and ultimately chose to accept them based on their sincerity and thoroughness. Carl had already fulfilled his primary",claude-sonnet-4-20250514,889,121
10ulsrp,weak,L,0.8,"Given that Carl has provided comprehensive restitution (replacement book, payment, custom figurines) and sincere apologies, and both parties have reconciled with mutual apologies, the poster now has l",claude-sonnet-4-20250514,936,133
10ulsrp,strong,L,0.8,"Given that Carl has apologized, made substantial restitution (replacing the book, creating custom figurines, and paying compensation), and the poster has accepted this resolution, the poster now has l",claude-sonnet-4-20250514,964,112
10up4gf,control,L,0.8,The poster (parent) has the liberty/permission to cancel their daughter's birthday party as a disciplinary consequence for the daughter's cruel behavior of mocking culturally significant gifts and hur,claude-sonnet-4-20250514,952,124
10up4gf,weak,L,0.8,"The poster (parent) has the liberty/permission to cancel their daughter's birthday party as a disciplinary consequence for her mean behavior, including mocking culturally significant gifts and hurting",claude-sonnet-4-20250514,999,132
10up4gf,strong,L,0.8,"Given that the daughter was acting under significant personal distress (family emergency) that the parents were unaware of, and she has since apologized and explained the circumstances with the confli",claude-sonnet-4-20250514,1027,127
10uu2i8,control,L,0.8,"The poster has legal ownership of the china through a valid will, and there is no clear moral obligation to share inherited property with extended family members who were not named as beneficiaries. W",claude-sonnet-4-20250514,526,116
10uu2i8,weak,L,0.8,"The poster has legal ownership of the china through a valid will, and while Robyn's situation is sympathetic, the poster has no moral duty to redistribute inherited property based on changed family ci",claude-sonnet-4-20250514,573,151
10uu2i8,strong,L,0.8,"The poster has legal ownership of the china through a valid will, and the ""important update"" indicates that Robyn's demands were made under personal distress and she has since apologized and moved on ",claude-sonnet-4-20250514,601,125
10usuqe,control,L,0.8,"The poster has a liberty/permission to set reasonable boundaries about access to his own home, especially regarding private areas like upstairs bedrooms. While the biological father has some moral sta",claude-sonnet-4-20250514,897,118
10usuqe,weak,L,0.8,The poster has a legitimate liberty interest in controlling access to his own home and setting reasonable boundaries about who enters his personal living space. While the biological father has some pa,claude-sonnet-4-20250514,944,147
10usuqe,strong,L,0.8,"The poster has a liberty/permission to set reasonable boundaries about access to his own home, especially regarding personal spaces like upstairs bedrooms. While the biological father has some moral s",claude-sonnet-4-20250514,972,119
10v1l3c,control,O,0.8,"The poster has a duty to refrain from deliberately causing noise disturbances that wake up neighbors and potentially others in the apartment complex, especially at 1am. While the poster's concern for ",claude-sonnet-4-20250514,555,131
10v1l3c,weak,O,0.8,"The poster has a duty to refrain from intentionally causing noise disturbances that wake up neighbors and potentially others in the apartment complex, especially at 1am. While the poster's concern for",claude-sonnet-4-20250514,602,135
10v1l3c,strong,L,0.8,"Given that the conflict has been resolved with the other party apologizing and explaining they were acting under family emergency circumstances, the poster's actions are retrospectively justified as r",claude-sonnet-4-20250514,630,124
10utyes,control,O,0.8,"As a parent, the poster has a fundamental duty to prioritize their child's wellbeing and emotional comfort in their own home, especially when the child has clearly expressed distress and discomfort wi",claude-sonnet-4-20250514,549,132
10utyes,weak,O,0.8,"The poster has a parental duty to consider the welfare and reasonable needs of their 8-year-old daughter, who has clearly expressed distress about the dog's presence and specific concerns (noise, toy ",claude-sonnet-4-20250514,596,130
10utyes,strong,L,0.8,"Given that the family emergency has been resolved and both parties have moved on with apologies exchanged, the poster appears to have acted within reasonable parental discretion regarding a household ",claude-sonnet-4-20250514,624,126
10uqw4f,control,L,0.9,"The poster has a liberty/permission to maintain privacy about their body and personal information, even within a romantic relationship. The boyfriend has no valid moral claim that would obligate the p",claude-sonnet-4-20250514,484,108
10uqw4f,weak,L,0.8,"The poster has a fundamental liberty to maintain privacy over personal information about their body, and this right to bodily privacy supersedes any expectation to ""support"" their boyfriend in a juven",claude-sonnet-4-20250514,531,127
10uqw4f,strong,L,0.8,"The poster had a liberty/permission to refuse sharing private information about her body, especially in the context of a juvenile competition that objectified both women present. While the boyfriend w",claude-sonnet-4-20250514,559,99
10ux79o,control,L,0.8,"The poster has liberty/permission to remove her children's belongings from the shared downstairs area, especially after her father explicitly complained about them being there and called them ""shit."" ",claude-sonnet-4-20250514,1006,133
10ux79o,weak,L,0.8,"The poster has liberty/permission to remove her children's belongings from the shared space after her father's hurtful comments about them being ""shit"" that people trip over. While living as a guest c",claude-sonnet-4-20250514,1053,143
10ux79o,strong,L,0.8,"Given that the father was acting under significant personal distress from a family emergency (which the poster was unaware of) and has since apologized, the poster's actions of removing her children's",claude-sonnet-4-20250514,1081,135
10upxdd,control,L,0.8,The poster has a liberty/permission to prioritize her son's immediate medical need over the general social expectation to offer seats to elderly passengers. While there is typically a social duty to o,claude-sonnet-4-20250514,806,126
10upxdd,weak,L,0.8,The poster had a liberty/permission to prioritize her medically vulnerable son's immediate health needs over general courtesy norms about yielding seats to elderly passengers. While there may be gener,claude-sonnet-4-20250514,853,133
10upxdd,strong,L,0.8,The poster had a liberty/permission to prioritize their son's immediate medical needs over general social courtesies regarding seat priority. While there may typically be social expectations to offer ,claude-sonnet-4-20250514,881,123
10ui2ji,control,L,0.8,"The poster has a liberty/permission to report suspected illegal activity to the relevant authorities, as citizens generally have no duty to refrain from reporting potential legal violations that affec",claude-sonnet-4-20250514,758,116
10ui2ji,weak,L,0.8,"The poster has a legitimate liberty to report potential building code violations or lease violations to the appropriate authorities, as this serves broader community interests regarding safety, overcr",claude-sonnet-4-20250514,805,130
10ui2ji,strong,L,0.8,"The poster has liberty/permission to not pursue reporting the neighbor, given that the underlying conflict has been resolved through apology and mutual understanding. With the revelation of the neighb",claude-sonnet-4-20250514,833,115
10un8lv,control,L,0.8,"The poster has liberty/permission to wear clothing expressing her response to Emily's unprovoked insults and accusations. Emily's hostile behavior (calling the poster a scammer, drug dealer, and ""merc",claude-sonnet-4-20250514,985,129
10un8lv,weak,L,0.8,"The poster has liberty/permission to wear the crop top and respond to Emily's public insults as they did. Emily initiated the conflict by making unprovoked, defamatory comments about the poster's legi",claude-sonnet-4-20250514,1032,144
10un8lv,strong,L,0.8,"The poster had the liberty to wear the crop top as a response to Emily's unprovoked insults and personal attacks about her legitimate work, especially since Emily had not apologized at the time. While",claude-sonnet-4-20250514,1060,131
10uxee0,control,L,0.9,"The poster has no moral duty to shave her body hair based solely on her boyfriend's preference or hygiene claims, as personal grooming choices regarding one's own body are generally matters of individ",claude-sonnet-4-20250514,520,113
10uxee0,weak,L,0.8,"The poster has liberty/permission to maintain her personal grooming choices, as bodily autonomy is a fundamental right that includes decisions about shaving. While the boyfriend has expressed his pref",claude-sonnet-4-20250514,567,126
10uxee0,strong,L,0.8,"The poster has liberty/permission regarding their personal grooming choices, as bodily autonomy includes the right to make decisions about shaving without owing duties to romantic partners. While the ",claude-sonnet-4-20250514,595,124
10uag1t,control,L,0.8,"The poster had the liberty/permission to exclude the siblings from the funeral and respond as they did, given the siblings' sustained harassment and rejection of the deceased brother and his spouse ov",claude-sonnet-4-20250514,850,135
10uag1t,weak,L,0.8,The poster acted according to his deceased brother's wishes and protected him from family members who had harassed his partner and rejected their relationship for years. While the siblings may have ac,claude-sonnet-4-20250514,897,125
10uag1t,strong,L,0.8,"The poster acted as the designated decision-maker for his deceased brother's funeral arrangements, following his brother's explicit wishes to organize it ""as we seem fit"" without doing anything uncomf",claude-sonnet-4-20250514,925,128
10ul5b9,control,L,0.85,The poster acted with liberty/permission to retrieve Maya when the child requested help and was being denied appropriate medical care for her serious illness. While custody agreements typically create,claude-sonnet-4-20250514,680,121
10ul5b9,weak,L,0.8,"The poster had liberty/permission to prioritize Maya's health and safety by removing her from a situation where she was being denied necessary medical care, despite it being the mother's custody weeke",claude-sonnet-4-20250514,727,124
10ul5b9,strong,L,0.8,The poster had liberty/permission to prioritize Maya's health and wellbeing when the child directly requested help and was visibly suffering from inadequate medical care. While custody arrangements no,claude-sonnet-4-20250514,755,127
10ux1bx,control,L,0.8,"The poster has no pre-existing duty to cancel her own plans to care for her boyfriend's daughter, especially when she offered reasonable alternatives (driving the daughter home) and the plans were mad",claude-sonnet-4-20250514,982,143
10ux1bx,weak,L,0.8,"The poster has liberty/permission to maintain her pre-existing plans because she has no established duty to care for her boyfriend's daughter, especially when reasonable alternatives (returning the ch",claude-sonnet-4-20250514,1029,127
10ux1bx,strong,L,0.8,"The poster had no pre-existing duty to cancel her long-standing plans to care for her boyfriend's daughter, especially given the contagious illness risk and her reasonable alternative solution of driv",claude-sonnet-4-20250514,1057,135
10u8muo,control,O,0.9,"The poster has a clear moral obligation to treat her best friend and MOH with respect and fairness, which includes not discriminating against her polyamorous relationship when extending wedding invita",claude-sonnet-4-20250514,1281,137
10u8muo,weak,O,0.8,"The poster has a duty/obligation toward Marissa to treat her fairly and inclusively as her MOH and best friend, which includes not discriminating against her polyamorous relationship when extending we",claude-sonnet-4-20250514,1328,127
10u8muo,strong,L,0.8,"Given that the conflict has been resolved with both parties apologizing, communicating openly, and reaching a mutually satisfactory arrangement where all partners will attend the wedding, the poster n",claude-sonnet-4-20250514,1356,141
10uco3c,control,L,0.9,"The poster has liberty/permission to reject Gray's advances and protect herself from his stalking behavior, which includes following her home, obtaining her address without permission, and persistentl",claude-sonnet-4-20250514,973,116
10uco3c,weak,L,0.9,"The poster has liberty/permission to reject unwanted advances and set clear boundaries, even forcefully when necessary, given the escalating pattern of stalking behavior including following her home, ",claude-sonnet-4-20250514,1020,134
10uco3c,strong,L,0.9,"Despite the update about Gray's family emergency and apology, the poster had no duty to tolerate extensive stalking behavior, privacy violations, and harassment over the course of a year. The poster w",claude-sonnet-4-20250514,1048,112
10urxf5,control,L,0.8,"The poster has liberty/permission to set dress code requests and make choices about their own wedding, including the venue, activities, and their own attire. While others may disapprove of these choic",claude-sonnet-4-20250514,1028,116
